Student_ID,Class,Gender,School,Subject,Study_Hours_Per_Day,Attendance_%,Assignment_Completion_%,Sleep_Hours,Previous_Score,Final_Score,Grade,Study_Method,Internet_Access
STU1244,12,Male,St. Xavier's,Mathematics,3.8,85.5,93.0,8.5,34.8,65.9,C,Coaching,Average
STU1245,9,Female,Ryan International,English,2.8,61.8,67.5,7.8,67.8,58.4,D,Study Group,Good
STU1246,11,Male,Ryan International,Social Studies,2.9,79.4,74.1,6.6,60.4,64.5,C,Coaching,Good
STU1247,9,Male,Kendriya Vidyalaya,Computer Science,1.8,91.4,93.3,8.4,83.6,61.3,C,Study Group,Good
STU1248,12,Female,Delhi Public School,Science,2.5,98.9,85.6,5.2,74.6,71.0,B,Online Courses,Good
STU1249,10,Female,St. Xavier's,Science,3.0,72.7,100.0,8.5,75.6,56.7,D,Study Group,Good
STU1250,11,Female,Modern School,Computer Science,1.9,86.2,86.1,4.9,82.0,50.5,D,Self Study,Average
STU1251,11,Female,Kendriya Vidyalaya,Science,1.2,79.4,75.8,6.2,62.6,56.1,D,Study Group,Good
STU1252,11,Female,Ryan International,Science,1.4,78.8,89.3,7.3,79.8,68.8,C,Coaching,Average
STU1253,11,Female,Delhi Public School,Computer Science,3.4,83.2,90.6,6.5,68.2,62.1,C,Coaching,Good
STU1254,12,Female,Kendriya Vidyalaya,Social Studies,3.9,82.0,92.3,6.9,82.1,72.2,B,Self Study,Average
STU1255,12,Female,Kendriya Vidyalaya,Social Studies,0.6,83.0,64.1,8.5,70.8,59.0,D,Self Study,Poor
STU1256,9,Male,Modern School,Social Studies,4.1,81.9,75.8,6.8,80.6,64.9,C,Online Courses,Good
STU1257,9,Male,DAV Public School,Science,3.8,81.1,100.0,7.4,77.0,69.2,C,Online Courses,Average
STU1258,9,Male,Delhi Public School,Computer Science,1.5,77.3,49.8,9.0,81.9,45.5,D,Study Group,Good
STU1259,12,Female,Delhi Public School,Mathematics,2.2,87.7,79.5,9.5,74.2,61.2,C,Self Study,Good
STU1260,11,Female,Kendriya Vidyalaya,Social Studies,4.7,81.5,57.6,6.0,61.1,68.5,C,Self Study,Average
STU1261,11,Male,St. Xavier's,English,4.7,88.7,68.2,6.8,71.8,58.0,D,Online Courses,Good
STU1262,9,Female,Kendriya Vidyalaya,Science,3.3,91.0,91.7,5.3,68.6,64.8,C,Self Study,Average
STU1263,9,Male,St. Xavier's,Science,1.9,63.7,65.2,5.2,45.9,40.9,D,Online Courses,Good
STU1264,12,Female,St. Xavier's,Mathematics,1.1,73.4,74.6,7.9,69.8,42.1,D,Online Courses,Good
STU1265,12,Male,Delhi Public School,Computer Science,2.4,75.7,91.8,4.9,83.8,69.3,C,Study Group,Good
STU1266,9,Female,Modern School,Computer Science,2.0,80.9,63.9,4.5,77.1,54.6,D,Self Study,Good
STU1267,9,Female,Modern School,Computer Science,1.5,61.9,69.8,7.4,58.8,51.5,D,Coaching,Good
STU1268,11,Male,Modern School,Computer Science,2.3,93.4,51.3,7.7,56.1,58.3,D,Self Study,Average
STU1269,11,Female,Delhi Public School,Science,2.4,70.5,85.5,6.7,73.7,49.5,D,Study Group,Good
STU1270,9,Female,Delhi Public School,Computer Science,2.0,90.4,50.1,7.3,66.4,50.0,D,Online Courses,Average
STU1271,11,Male,Delhi Public School,Mathematics,1.0,75.2,90.2,6.7,58.6,56.5,D,Online Courses,Poor
STU1272,12,Female,Delhi Public School,Social Studies,2.5,83.3,90.2,7.3,63.0,53.7,D,Online Courses,Good
STU1273,10,Female,Kendriya Vidyalaya,Mathematics,4.0,89.9,73.0,6.2,73.4,62.9,C,Study Group,Average
STU1274,12,Female,DAV Public School,English,1.4,83.3,88.2,8.3,69.1,71.1,B,Study Group,Average
STU1275,9,Female,Ryan International,Computer Science,1.0,85.1,82.0,8.4,71.4,49.1,D,Online Courses,Good
STU1276,9,Female,Kendriya Vidyalaya,English,2.9,79.8,59.5,5.6,44.1,58.1,D,Self Study,Average
STU1277,10,Female,St. Xavier's,Science,3.4,86.9,92.5,6.2,45.9,64.1,C,Study Group,Average
STU1278,10,Male,Delhi Public School,English,4.1,84.0,82.5,9.8,82.0,78.8,B,Study Group,Poor
STU1279,9,Female,Delhi Public School,English,2.2,84.1,100.0,8.1,78.0,73.4,B,Coaching,Good
STU1280,10,Female,Modern School,Science,0.3,83.1,86.6,5.4,59.6,58.7,D,Online Courses,Average
STU1281,12,Male,Ryan International,Science,2.1,85.5,82.4,7.5,56.6,58.6,D,Self Study,Average
STU1282,11,Female,DAV Public School,English,4.2,91.0,60.1,7.1,58.9,56.7,D,Online Courses,Average
STU1283,11,Female,Delhi Public School,Social Studies,5.8,84.3,63.3,7.3,38.0,68.4,C,Online Courses,Average
STU1284,11,Female,DAV Public School,Mathematics,2.8,75.3,72.0,7.5,53.7,64.7,C,Study Group,Good
STU1285,12,Male,Kendriya Vidyalaya,Science,2.0,70.4,84.9,7.3,66.0,55.3,D,Online Courses,Good
STU1286,12,Male,St. Xavier's,English,0.3,80.9,58.6,8.3,71.5,56.4,D,Coaching,Average
STU1287,9,Female,Delhi Public School,Computer Science,3.7,77.5,76.8,6.0,60.0,49.0,D,Self Study,Good
STU1288,12,Male,Delhi Public School,English,5.2,86.8,64.5,8.4,70.4,76.6,B,Online Courses,Average
STU1289,11,Male,Ryan International,Science,1.8,77.9,97.4,5.7,67.9,63.8,C,Self Study,Average
STU1290,11,Male,DAV Public School,Science,2.0,82.5,96.6,7.2,68.3,60.4,C,Coaching,Good
STU1291,9,Male,Kendriya Vidyalaya,Social Studies,2.5,80.1,74.2,6.0,71.2,61.3,C,Study Group,Average
STU1292,11,Male,Ryan International,English,0.3,93.8,78.1,7.7,60.3,51.7,D,Study Group,Good
STU1293,10,Female,St. Xavier's,English,0.9,86.4,86.5,7.9,72.3,50.1,D,Coaching,Average
STU1294,12,Male,DAV Public School,English,1.8,88.3,73.6,6.0,93.0,68.5,C,Self Study,Average
STU1295,9,Male,Delhi Public School,Mathematics,1.9,80.4,53.5,7.0,72.7,53.7,D,Study Group,Good
STU1296,12,Female,St. Xavier's,English,3.7,82.5,98.9,5.9,77.8,60.8,C,Online Courses,Average
STU1297,12,Male,Kendriya Vidyalaya,Science,0.3,70.8,88.3,6.7,77.3,45.7,D,Self Study,Poor
STU1298,12,Female,Delhi Public School,Mathematics,4.5,89.0,68.9,4.3,82.5,56.8,D,Coaching,Poor
STU1299,11,Male,Modern School,Mathematics,3.6,76.0,98.3,7.2,56.2,60.0,D,Coaching,Good
STU1300,11,Male,Modern School,English,3.8,94.6,71.2,6.1,70.1,64.1,C,Study Group,Average
STU1301,9,Female,Ryan International,Science,2.4,76.5,95.1,8.7,74.5,68.9,C,Study Group,Good
STU1302,10,Male,Delhi Public School,Social Studies,1.9,79.6,65.8,7.8,76.7,66.2,C,Self Study,Good
STU1303,10,Female,Delhi Public School,English,0.8,100.0,100.0,7.2,84.6,65.0,C,Self Study,Average
STU1304,12,Female,Kendriya Vidyalaya,Science,2.6,84.2,58.3,6.8,76.1,66.6,C,Self Study,Average
STU1305,9,Female,St. Xavier's,Computer Science,1.7,70.1,80.6,4.1,71.9,52.0,D,Coaching,Good
STU1306,11,Female,St. Xavier's,Computer Science,3.3,77.4,66.7,6.3,70.7,53.4,D,Coaching,Average
STU1307,12,Male,Delhi Public School,Science,1.8,78.8,43.3,7.0,74.2,63.1,C,Online Courses,Average
STU1308,9,Male,Kendriya Vidyalaya,Computer Science,0.3,72.9,54.9,5.6,82.2,51.0,D,Study Group,Good
STU1309,12,Female,Kendriya Vidyalaya,Science,3.7,83.8,71.6,6.0,73.6,51.3,D,Study Group,Good
STU1310,9,Female,Kendriya Vidyalaya,Mathematics,2.4,80.6,88.3,6.7,48.1,57.9,D,Self Study,Average
STU1311,12,Male,Delhi Public School,Computer Science,2.4,94.8,83.6,6.5,66.4,62.5,C,Online Courses,Good
STU1312,12,Female,Delhi Public School,Computer Science,4.2,64.2,80.2,6.7,72.3,61.6,C,Online Courses,Good
STU1313,10,Male,Kendriya Vidyalaya,Social Studies,0.3,81.2,70.0,7.5,70.3,50.7,D,Study Group,Average
STU1314,12,Male,Delhi Public School,Social Studies,1.7,85.3,35.0,6.3,83.8,51.7,D,Coaching,Good
STU1315,9,Female,Delhi Public School,Mathematics,2.9,89.2,88.5,6.6,58.4,58.4,D,Study Group,Average
STU1316,9,Male,Kendriya Vidyalaya,Social Studies,0.3,73.3,70.5,8.5,81.6,55.2,D,Study Group,Good
STU1317,10,Female,Kendriya Vidyalaya,English,4.4,64.0,79.1,5.9,64.3,53.5,D,Study Group,Good
STU1318,9,Female,Modern School,Computer Science,5.5,72.3,89.9,7.3,79.4,60.2,C,Study Group,Poor
STU1319,9,Female,St. Xavier's,Computer Science,1.0,75.8,77.2,4.7,77.7,49.9,D,Online Courses,Good
STU1320,11,Male,Kendriya Vidyalaya,Social Studies,3.5,93.5,78.8,7.6,66.4,67.4,C,Online Courses,Average
STU1321,11,Female,Modern School,Social Studies,2.4,81.5,100.0,7.3,72.9,61.5,C,Online Courses,Good
STU1322,12,Male,St. Xavier's,Science,3.0,75.0,80.3,6.8,75.5,71.2,B,Study Group,Good
STU1323,10,Male,Modern School,Computer Science,5.5,79.2,66.5,7.9,52.7,51.0,D,Coaching,Average
STU1324,11,Female,DAV Public School,Mathematics,1.9,69.1,98.3,8.1,84.5,56.5,D,Study Group,Good
STU1325,11,Male,DAV Public School,English,3.0,91.0,58.8,6.0,62.3,54.9,D,Self Study,Average
STU1326,10,Male,Ryan International,English,2.2,68.7,67.6,8.3,77.8,53.9,D,Online Courses,Good
STU1327,12,Male,Kendriya Vidyalaya,English,3.4,67.6,80.2,8.5,69.1,61.4,C,Online Courses,Poor
STU1328,10,Male,Ryan International,Social Studies,3.7,67.5,100.0,6.9,47.6,63.6,C,Self Study,Average
STU1329,12,Female,Kendriya Vidyalaya,English,3.5,91.9,96.4,5.3,74.9,60.5,C,Online Courses,Poor
STU1330,9,Female,Kendriya Vidyalaya,Social Studies,1.4,99.8,67.2,8.1,70.9,61.8,C,Online Courses,Good
STU1331,12,Male,Ryan International,Science,3.6,84.2,91.2,8.5,56.4,57.3,D,Online Courses,Good
STU1332,10,Female,Modern School,Mathematics,3.9,74.9,88.3,7.0,75.9,67.3,C,Study Group,Average
STU1333,9,Female,Kendriya Vidyalaya,Science,3.3,66.4,81.9,7.4,59.6,43.6,D,Self Study,Good
STU1334,9,Female,Kendriya Vidyalaya,Science,2.1,75.2,91.4,6.9,62.5,61.8,C,Self Study,Good
STU1335,11,Female,St. Xavier's,Mathematics,5.0,93.4,96.1,7.6,98.0,86.4,A,Online Courses,Poor
STU1336,10,Female,DAV Public School,English,2.5,81.5,88.9,7.2,65.6,67.8,C,Self Study,Average
STU1337,9,Male,Kendriya Vidyalaya,Social Studies,3.3,75.1,69.6,5.2,37.2,49.1,D,Study Group,Average
STU1338,12,Female,Modern School,Science,3.4,69.6,83.3,6.0,55.4,44.4,D,Coaching,Good
STU1339,9,Male,Modern School,Mathematics,4.2,89.6,64.6,6.7,61.7,59.2,D,Study Group,Poor
STU1340,12,Male,Modern School,Science,2.0,78.7,66.6,5.8,86.2,61.6,C,Coaching,Good
STU1341,11,Male,Ryan International,Social Studies,3.1,93.9,85.8,5.9,48.0,65.8,C,Self Study,Average
STU1342,10,Male,Modern School,Mathematics,5.8,82.6,100.0,7.6,69.3,68.7,C,Coaching,Good
STU1343,12,Female,DAV Public School,Social Studies,4.9,87.9,93.3,4.9,54.8,61.1,C,Self Study,Poor
STU1344,9,Male,Delhi Public School,Mathematics,5.1,75.9,84.7,7.5,73.1,59.9,D,Coaching,Good
STU1345,9,Male,DAV Public School,Science,1.5,82.9,88.3,9.0,60.6,63.7,C,Self Study,Good
STU1346,9,Male,Kendriya Vidyalaya,Social Studies,1.9,75.7,72.6,5.5,72.0,54.6,D,Self Study,Average
STU1347,10,Male,Ryan International,Social Studies,1.9,73.8,97.4,5.1,66.3,62.0,C,Coaching,Poor
STU1348,11,Male,Kendriya Vidyalaya,Mathematics,2.8,70.3,64.9,8.4,55.0,47.5,D,Study Group,Good
STU1349,10,Male,DAV Public School,Computer Science,1.4,76.7,78.4,6.0,67.1,48.5,D,Coaching,Average
STU1350,11,Male,Modern School,Computer Science,3.4,87.8,79.7,6.9,77.9,60.0,C,Self Study,Average
STU1351,12,Female,DAV Public School,Science,0.3,78.2,63.3,8.3,67.0,56.2,D,Study Group,Good
STU1352,10,Male,Delhi Public School,Social Studies,2.8,84.4,77.7,7.4,45.9,50.6,D,Online Courses,Good
STU1353,11,Male,DAV Public School,Mathematics,2.3,86.5,69.7,6.8,51.2,50.5,D,Coaching,Average
STU1354,11,Male,Modern School,Science,2.2,99.2,85.6,7.4,96.5,62.0,C,Study Group,Good
STU1355,9,Male,Kendriya Vidyalaya,Science,1.8,89.2,79.5,8.9,65.5,56.6,D,Coaching,Poor
STU1356,12,Female,Kendriya Vidyalaya,Mathematics,4.9,78.3,70.2,6.8,66.8,53.8,D,Online Courses,Good
STU1357,12,Female,Ryan International,Mathematics,4.2,93.1,88.6,7.9,89.0,74.0,B,Study Group,Good
STU1358,10,Male,Kendriya Vidyalaya,Science,4.6,82.0,60.8,6.2,51.4,56.1,D,Online Courses,Good
STU1359,9,Male,Delhi Public School,Computer Science,3.5,93.2,90.7,6.9,67.3,66.0,C,Coaching,Good
STU1360,12,Female,Ryan International,English,3.0,85.1,93.9,7.2,61.4,58.4,D,Coaching,Average
STU1361,10,Female,Delhi Public School,English,0.7,71.8,64.8,7.2,84.2,55.3,D,Online Courses,Good
STU1362,10,Male,St. Xavier's,Social Studies,2.1,82.4,66.2,6.5,52.1,50.4,D,Study Group,Average
STU1363,9,Male,Kendriya Vidyalaya,Social Studies,4.9,81.0,79.5,9.9,82.0,66.2,C,Online Courses,Good
STU1364,9,Female,Ryan International,Social Studies,5.4,83.8,91.4,6.2,76.0,56.1,D,Study Group,Good
STU1365,11,Male,Delhi Public School,Mathematics,4.8,83.7,88.7,7.3,64.4,57.8,D,Study Group,Average
STU1366,9,Male,Ryan International,Computer Science,4.1,84.7,82.6,6.7,69.7,49.3,D,Coaching,Average
STU1367,12,Male,Kendriya Vidyalaya,Computer Science,1.7,75.9,85.1,7.4,81.6,66.8,C,Online Courses,Average
STU1368,12,Female,DAV Public School,Science,3.8,69.8,35.0,9.4,94.6,41.5,D,Coaching,Good
STU1369,11,Male,St. Xavier's,Mathematics,3.1,81.5,81.2,7.5,80.8,50.1,D,Study Group,Good
STU1370,12,Female,Kendriya Vidyalaya,Computer Science,2.5,83.0,81.8,5.8,76.2,77.2,B,Self Study,Good
STU1371,9,Male,Kendriya Vidyalaya,English,3.5,94.2,76.4,7.4,72.0,62.3,C,Self Study,Poor
STU1372,11,Female,Kendriya Vidyalaya,Social Studies,2.9,76.7,95.2,6.0,84.0,72.1,B,Study Group,Average
STU1373,12,Female,St. Xavier's,Science,2.0,78.7,65.5,6.1,49.9,49.2,D,Self Study,Average
STU1374,11,Male,Modern School,English,2.2,70.0,100.0,7.4,53.7,49.5,D,Study Group,Good
STU1375,11,Female,Ryan International,English,1.1,72.7,73.3,6.2,81.4,46.4,D,Online Courses,Good
STU1376,12,Male,Delhi Public School,Science,4.6,99.5,80.2,6.8,57.3,76.0,B,Self Study,Average
STU1377,10,Female,St. Xavier's,Computer Science,4.5,75.8,58.7,7.4,77.4,63.9,C,Coaching,Good
STU1378,10,Female,Ryan International,Science,2.4,75.2,89.3,7.3,69.5,61.5,C,Self Study,Good
STU1379,12,Female,Ryan International,Science,3.2,87.5,85.8,6.1,63.3,56.7,D,Coaching,Good
STU1380,9,Female,Modern School,Mathematics,4.7,80.9,78.8,7.1,85.0,72.9,B,Self Study,Average
STU1381,12,Female,Kendriya Vidyalaya,Mathematics,5.2,82.0,87.0,6.6,79.4,67.8,C,Coaching,Average
STU1382,9,Female,Modern School,Mathematics,2.6,86.9,93.8,9.2,70.3,54.9,D,Online Courses,Average
STU1383,9,Female,DAV Public School,Mathematics,2.9,100.0,82.4,6.6,70.1,65.6,C,Online Courses,Good
STU1384,9,Male,Kendriya Vidyalaya,Mathematics,4.7,93.5,81.9,8.0,73.6,79.6,B,Study Group,Average
STU1385,10,Female,Modern School,English,0.8,85.6,73.8,6.2,61.1,56.4,D,Study Group,Good
STU1386,11,Female,Kendriya Vidyalaya,Social Studies,3.6,93.9,91.8,7.6,45.2,63.8,C,Coaching,Good
STU1387,12,Male,DAV Public School,Science,2.7,100.0,78.6,8.1,67.0,67.2,C,Study Group,Average
STU1388,9,Male,Ryan International,Science,0.5,59.0,68.9,6.4,69.3,66.1,C,Self Study,Average
STU1389,11,Male,Modern School,Social Studies,3.5,85.3,67.4,6.9,76.2,64.0,C,Self Study,Good
STU1390,9,Female,Delhi Public School,English,3.3,75.7,74.2,7.8,70.3,57.9,D,Self Study,Good
STU1391,10,Female,Ryan International,Social Studies,1.5,78.8,83.7,5.4,66.0,55.7,D,Study Group,Good
STU1392,9,Female,DAV Public School,Social Studies,2.0,80.5,100.0,7.0,94.1,69.8,C,Self Study,Good
STU1393,9,Male,St. Xavier's,Social Studies,2.3,81.6,44.9,7.4,60.7,59.2,D,Online Courses,Poor
STU1394,9,Female,St. Xavier's,Social Studies,1.4,82.4,72.6,6.2,92.3,61.1,C,Online Courses,Average
STU1395,10,Female,DAV Public School,Science,3.5,71.6,87.0,7.5,70.6,59.6,D,Coaching,Good
STU1396,11,Female,St. Xavier's,Mathematics,3.1,95.0,64.0,6.3,55.4,56.0,D,Study Group,Good
STU1397,10,Male,Modern School,Mathematics,2.6,86.8,68.9,5.2,73.9,58.5,D,Study Group,Good
STU1398,10,Female,St. Xavier's,Mathematics,2.8,73.3,90.9,6.5,52.7,56.3,D,Study Group,Good
STU1399,11,Male,DAV Public School,Computer Science,3.5,85.6,71.8,6.8,72.4,58.8,D,Study Group,Good
STU1400,10,Male,Ryan International,English,1.5,85.6,89.7,6.9,30.0,36.9,D,Study Group,Average
STU1401,9,Female,Delhi Public School,English,1.6,82.9,89.2,8.2,82.2,75.7,B,Online Courses,Good
STU1402,12,Male,Ryan International,Social Studies,4.2,72.9,65.2,5.5,85.8,64.8,C,Study Group,Average
STU1403,12,Male,Modern School,Social Studies,2.4,84.9,65.6,4.0,96.8,67.6,C,Online Courses,Good
STU1404,10,Male,Kendriya Vidyalaya,Mathematics,3.8,77.3,95.3,6.1,59.4,69.6,C,Study Group,Good
STU1405,12,Female,Delhi Public School,Science,2.7,73.0,76.9,7.6,80.2,53.7,D,Online Courses,Average
STU1406,12,Male,Delhi Public School,English,5.0,83.5,65.6,9.8,83.1,69.5,C,Study Group,Good
STU1407,11,Female,Kendriya Vidyalaya,Computer Science,2.6,74.6,100.0,8.5,69.0,54.1,D,Self Study,Good
STU1408,9,Male,Kendriya Vidyalaya,Mathematics,3.3,100.0,58.3,7.3,74.2,60.0,C,Coaching,Good
STU1409,9,Male,Ryan International,Science,2.9,96.3,97.0,7.3,54.1,53.0,D,Coaching,Average
STU1410,9,Male,Delhi Public School,English,1.2,88.6,84.3,6.8,65.3,67.8,C,Online Courses,Average
STU1411,9,Male,DAV Public School,English,2.7,76.4,70.6,6.7,71.0,39.3,D,Online Courses,Average
STU1412,10,Male,Modern School,Science,2.9,72.1,58.8,7.2,68.0,51.5,D,Online Courses,Good
STU1413,11,Female,St. Xavier's,Computer Science,2.7,79.1,86.6,7.5,91.4,76.7,B,Self Study,Good
STU1414,9,Female,Ryan International,English,4.9,77.8,78.9,6.8,48.7,50.9,D,Self Study,Good
STU1415,9,Female,Kendriya Vidyalaya,Science,4.0,73.9,73.9,9.3,66.2,62.7,C,Online Courses,Average
STU1416,12,Female,Delhi Public School,Computer Science,4.6,65.8,63.5,5.6,67.4,57.3,D,Coaching,Good
STU1417,10,Male,Modern School,Mathematics,3.1,65.5,77.9,6.7,87.4,58.8,D,Self Study,Good
STU1418,12,Female,Ryan International,Mathematics,3.5,87.4,84.6,5.9,62.9,60.1,C,Online Courses,Good
STU1419,10,Female,Kendriya Vidyalaya,Mathematics,3.5,76.3,85.6,6.2,57.0,60.5,C,Self Study,Good
STU1420,9,Male,Delhi Public School,Science,3.2,71.6,52.7,6.4,68.9,54.7,D,Online Courses,Good
STU1421,11,Female,DAV Public School,Mathematics,0.3,73.0,66.0,6.0,41.3,31.0,D,Coaching,Good
STU1422,12,Male,St. Xavier's,Social Studies,2.7,81.2,95.3,6.1,70.4,52.3,D,Study Group,Good
STU1423,9,Female,Modern School,English,1.3,81.0,95.6,7.5,75.2,60.9,C,Study Group,Good
STU1424,12,Female,Modern School,Science,3.1,89.3,78.9,6.4,48.7,59.5,D,Self Study,Good
STU1425,10,Female,Ryan International,Science,1.9,88.5,84.7,6.3,52.5,56.2,D,Self Study,Good
STU1426,11,Female,Kendriya Vidyalaya,Mathematics,2.7,85.2,84.6,6.0,72.2,63.6,C,Self Study,Good
STU1427,9,Male,Ryan International,Mathematics,3.0,66.7,89.1,5.8,50.6,61.0,C,Online Courses,Average
STU1428,11,Male,Kendriya Vidyalaya,English,3.4,84.2,80.1,7.3,71.5,69.9,C,Study Group,Average
STU1429,9,Female,Modern School,Science,2.4,70.7,73.9,7.3,85.5,55.7,D,Self Study,Good
STU1430,10,Female,DAV Public School,Social Studies,2.2,77.8,72.4,8.7,59.9,51.2,D,Study Group,Good
STU1431,12,Female,Modern School,Computer Science,5.0,75.1,82.0,7.5,77.7,70.6,B,Coaching,Good
STU1432,9,Female,Ryan International,Science,1.1,69.0,81.8,7.5,70.7,57.4,D,Online Courses,Good
STU1433,11,Male,DAV Public School,Computer Science,2.0,81.4,78.2,6.9,73.9,57.9,D,Coaching,Good
STU1434,9,Male,Kendriya Vidyalaya,English,3.0,78.9,54.8,6.3,51.9,49.7,D,Study Group,Good
STU1435,12,Female,Delhi Public School,Science,4.4,87.3,55.4,7.8,39.3,55.3,D,Online Courses,Good
STU1436,11,Male,Delhi Public School,Social Studies,3.2,91.2,83.5,7.1,75.0,80.7,A,Coaching,Average
STU1437,9,Male,Delhi Public School,Science,2.8,96.5,48.1,5.3,57.8,60.8,C,Self Study,Poor
STU1438,9,Female,Ryan International,Social Studies,4.5,100.0,85.0,8.4,62.5,77.8,B,Online Courses,Average
STU1439,9,Female,DAV Public School,Social Studies,2.2,74.6,70.1,6.0,51.5,62.3,C,Study Group,Good
STU1440,9,Male,Delhi Public School,Social Studies,0.3,91.8,88.8,7.9,51.3,52.0,D,Online Courses,Good
STU1441,10,Female,Delhi Public School,Mathematics,3.7,89.3,73.9,8.0,58.6,55.0,D,Online Courses,Good
STU1442,12,Female,St. Xavier's,Social Studies,3.9,100.0,71.7,8.3,49.4,61.9,C,Study Group,Poor
STU1443,10,Male,Delhi Public School,Science,2.2,99.4,72.8,9.7,66.3,56.7,D,Coaching,Poor
STU1444,12,Male,St. Xavier's,Science,4.3,90.1,70.9,8.4,66.8,59.0,D,Coaching,Good
STU1445,10,Male,Modern School,English,4.3,83.0,77.7,5.9,46.1,56.3,D,Coaching,Good
STU1446,9,Male,St. Xavier's,English,1.1,90.7,95.8,7.5,62.8,49.1,D,Self Study,Good
STU1447,11,Female,Delhi Public School,Science,2.2,100.0,80.3,6.6,46.8,62.3,C,Online Courses,Good
STU1448,11,Female,DAV Public School,Social Studies,1.0,74.1,72.0,8.1,80.1,59.4,D,Coaching,Good
STU1449,11,Male,DAV Public School,Computer Science,1.6,69.0,90.3,9.0,60.7,47.2,D,Study Group,Average
STU1450,11,Male,Delhi Public School,Mathematics,4.5,81.4,91.7,6.5,52.4,52.2,D,Self Study,Good
STU1451,9,Female,DAV Public School,Social Studies,0.6,80.0,82.5,7.3,73.0,55.0,D,Online Courses,Good
STU1452,11,Female,Delhi Public School,Social Studies,2.8,84.2,82.1,4.9,79.6,59.1,D,Study Group,Good
STU1453,12,Male,St. Xavier's,Computer Science,3.2,83.0,52.7,6.2,95.4,72.7,B,Online Courses,Good
STU1454,12,Female,Delhi Public School,Science,2.1,57.4,100.0,7.7,72.1,51.0,D,Self Study,Poor
STU1455,10,Male,St. Xavier's,Science,4.9,90.2,65.8,5.7,40.0,54.7,D,Self Study,Good
STU1456,12,Male,Ryan International,Computer Science,5.7,82.7,71.9,5.3,68.8,61.8,C,Coaching,Good
STU1457,11,Female,Modern School,Science,4.2,69.3,71.0,7.4,50.0,38.4,D,Study Group,Good
STU1458,9,Male,Modern School,Social Studies,5.7,74.4,80.1,7.9,62.3,70.2,B,Online Courses,Good
STU1459,10,Female,Modern School,Science,1.3,83.8,100.0,7.5,68.0,59.9,D,Study Group,Good
STU1460,11,Male,DAV Public School,Mathematics,3.2,87.9,77.9,7.5,90.5,69.3,C,Study Group,Good
STU1461,9,Male,St. Xavier's,Science,3.0,63.1,86.1,5.9,70.9,61.1,C,Study Group,Good
STU1462,9,Male,Modern School,Science,3.4,80.1,89.3,5.8,74.6,62.7,C,Self Study,Good
STU1463,11,Male,Ryan International,English,3.5,76.6,73.8,4.1,73.8,61.2,C,Self Study,Good
STU1464,9,Male,Kendriya Vidyalaya,Science,1.7,90.3,94.1,7.2,97.9,73.1,B,Online Courses,Good
STU1465,11,Female,Delhi Public School,Mathematics,3.7,60.7,69.3,8.1,55.0,47.1,D,Self Study,Poor
STU1466,12,Female,Modern School,Science,3.5,74.1,55.8,5.2,71.0,39.8,D,Self Study,Good
STU1467,12,Male,Kendriya Vidyalaya,Science,2.6,60.0,75.5,5.4,68.2,51.8,D,Study Group,Average
STU1468,9,Female,St. Xavier's,Social Studies,3.3,90.6,100.0,6.1,42.9,56.8,D,Online Courses,Good
STU1469,12,Male,Delhi Public School,Social Studies,1.5,86.0,81.9,7.2,63.6,50.1,D,Study Group,Good
STU1470,9,Female,Modern School,Social Studies,2.2,77.1,53.2,4.3,98.0,58.4,D,Coaching,Good
STU1471,11,Male,Modern School,Computer Science,3.5,81.8,100.0,5.3,87.1,69.3,C,Online Courses,Average
STU1472,12,Female,Kendriya Vidyalaya,Science,5.2,89.2,69.2,7.5,47.6,57.6,D,Coaching,Average
STU1473,11,Female,Delhi Public School,Social Studies,4.7,100.0,79.7,7.3,45.2,55.4,D,Online Courses,Good
STU1474,9,Female,Modern School,English,3.8,86.7,56.9,7.7,69.2,71.3,B,Self Study,Good
STU1475,10,Male,Ryan International,Science,2.1,96.0,72.6,6.5,62.7,63.0,C,Coaching,Average
STU1476,9,Male,Ryan International,Social Studies,4.2,68.4,100.0,7.9,77.8,70.8,B,Coaching,Good
STU1477,9,Female,St. Xavier's,Social Studies,4.0,77.4,95.9,6.4,48.5,43.5,D,Online Courses,Average
STU1478,9,Female,Ryan International,Social Studies,1.8,85.3,78.4,6.9,72.5,58.6,D,Online Courses,Good
STU1479,9,Male,Delhi Public School,Social Studies,4.0,70.9,81.4,6.7,57.9,60.0,C,Self Study,Good
STU1480,10,Female,Ryan International,Social Studies,2.1,77.5,75.2,6.5,74.0,54.1,D,Online Courses,Good
STU1481,10,Female,St. Xavier's,Science,3.4,66.9,95.9,6.1,75.9,70.2,B,Study Group,Good
STU1482,11,Female,Ryan International,Mathematics,3.6,78.9,73.2,7.5,62.3,45.1,D,Online Courses,Average
STU1483,10,Female,Kendriya Vidyalaya,Mathematics,2.0,92.8,65.2,4.8,52.3,45.5,D,Self Study,Average
STU1484,10,Female,St. Xavier's,Science,0.5,77.5,80.3,9.2,70.8,46.4,D,Self Study,Good
STU1485,10,Female,Modern School,Social Studies,2.4,78.2,100.0,6.6,78.7,59.3,D,Online Courses,Good
STU1486,9,Male,Modern School,Mathematics,4.1,74.9,77.5,8.4,63.8,58.3,D,Coaching,Good
STU1487,11,Male,St. Xavier's,English,0.3,71.1,70.0,7.7,88.2,57.8,D,Self Study,Good
